game_id_play_id,frame_id,event,ball_x,ball_y,time,x,y,s,a,dis,o,dir,nfl_id,display_name,jersey_number,position,team,game_id,play_id,play_direction,dir_rad,v_x,v_y,v_theta,x_start,x_end,special_teams_result,returner_id,returner_id_2,returner_x,returner_y,returner_o,returner_s,returner_v_theta,returner_team,dis_to_ball,x_rel_to_ball,y_rel_to_ball,dis_to_returner,x_rel_to_returner,y_rel_to_returner,x_returner_to_ball,y_returner_to_ball,pred_downed,pred_fair_catch,pred_muffed,pred_out_of_bounds,pred_return,pred_touchback
2018102810_351,55,punt,45.46,13.18,2018-10-28T20:36:45Z,41.42,13.99,9.78,3.92,0.99,256.64,246.79,35953,Sam Shields,37,CB,home,2018102810,351,left,4.307298060996805,-8.988471048952167,-3.854320718641449,0.40509091938788455,71,35,Out of Bounds,NA,31517,22.42,24.78,148.46,6.58,-1.317723585255719,away,4.12040046597415,-4.039999999999999,0.8100000000000005,25.795379431208218,19,-10.790000000000001,-23.04,11.600000000000001,0.05324603174603174,0.018944444444444444,0.0044444444444444444,0.889222222222222,0.016142857142857143,0.018
2018102810_351,56,punt,44.64,12.32,2018-10-28T20:36:45Z,40.53,13.58,9.68,3.9,0.98,245.35,244.22,35953,Sam Shields,37,CB,home,2018102810,351,left,4.262443099220551,-8.716555803547786,-4.209994646509349,0.4499458811641388,71,35,Out of Bounds,NA,31517,22.59,24.13,150.15,6.74,-1.316501854779323,away,4.298802158741432,-4.109999999999999,1.2599999999999998,25.013568318014926,17.94,-10.549999999999999,-22.05,11.809999999999999,0.054063492063492063,0.016944444444444446,0.01611111111111111,0.8654880952380952,0.030503968253968252,0.016888888888888887
2018102810_351,57,punt,43.88,11.49,2018-10-28T20:36:45Z,39.68,13.14,9.54,3.84,0.96,240.9,241.79,35953,Sam Shields,37,CB,home,2018102810,351,left,4.22003159839709,-8.406847986782397,-4.509601637299324,0.49235738198760015,71,35,Out of Bounds,NA,31517,22.77,23.46,153.67,6.91,-1.3084733402201492,away,4.5124826869474,-4.200000000000003,1.6500000000000004,24.26752974655641,16.91,-10.32,-21.110000000000003,11.97,0.08726190476190475,0.0044444444444444444,0.028968253968253966,0.825515873015873,0.04747619047619048,0.006333333333333333
2018102810_351,58,punt,43.17,10.68,2018-10-28T20:36:45Z,38.86,12.64,9.45,4.06,0.96,241.75,238.33,35953,Sam Shields,37,CB,home,2018102810,351,left,4.159643206278086,-8.042763919968985,-4.96149660159564,0.5527457741066036,71,35,Out of Bounds,NA,31517,22.96,22.78,152.02,7.06,-1.298001364708183,away,4.734733361024675,-4.310000000000002,1.9600000000000009,23.55534122019887,15.899999999999999,-10.14,-20.21,12.100000000000001,0.06043253968253969,0.0044444444444444444,0.01596825396825397,0.8767380952380952,0.039559523809523815,0.002857142857142857
2018102810_351,59,punt,42.5,9.9,2018-10-28T20:36:45Z,38.06,12.1,9.47,4.08,0.97,220.69,235.09,35953,Sam Shields,37,CB,home,2018102810,351,left,4.10309453851347,-7.765892488199637,-5.41957690799978,0.6092944418712201,71,35,Out of Bounds,NA,31517,23.16,22.09,152.02,7.18,-1.2918927123262032,away,4.9551589278246135,-4.439999999999998,2.1999999999999993,22.86113951665577,14.900000000000002,-9.99,-19.34,12.19,0.04696031746031746,0.005333333333333333,0.0011111111111111111,0.9261507936507938,0.017587301587301585,0.002857142857142857
2018102810_351,60,punt,41.86,9.13,2018-10-28T20:36:45Z,37.3,11.53,9.4,3.89,0.95,208.38,232.44,35953,Sam Shields,37,CB,home,2018102810,351,left,4.056843313335619,-7.45152487209898,-5.730163791768111,0.6555456670490705,71,35,Out of Bounds,NA,31517,23.36,21.39,153.51,7.29,-1.2863076587198208,away,5.153018532860134,-4.560000000000002,2.3999999999999986,22.193638728248235,13.939999999999998,-9.860000000000001,-18.5,12.26,0.04222222222222223,0.003333333333333333,0.0011111111111111111,0.9343650793650792,0.01611111111111111,0.002857142857142857
2018102810_351,61,punt,41.25,8.38,2018-10-28T20:36:45Z,36.57,10.92,9.32,3.83,0.94,194.95,229.57,35953,Sam Shields,37,CB,home,2018102810,351,left,4.006752363803382,-7.094373266860422,-6.044192911419703,0.705636616581308,71,35,Out of Bounds,NA,31517,23.57,20.69,157.28,7.32,-1.2753120844322563,away,5.324847415654273,-4.68,2.539999999999999,21.543409665138896,13,-9.770000000000001,-17.68,12.31,0.008888888888888889,0.0022222222222222222,0.007777777777777777,0.9589682539682539,0.02214285714285714,0
2018102810_351,62,punt,40.66,7.63,2018-10-28T20:36:45Z,35.88,10.3,9.21,3.67,0.93,183.79,227.1,35953,Sam Shields,37,CB,home,2018102810,351,left,3.9636427312791223,-6.7467200978317585,-6.269439203111634,0.7487462491055674,71,35,Out of Bounds,NA,31517,23.79,19.98,154.99,7.39,-1.2650146418454895,away,5.475152965899669,-4.779999999999994,2.670000000000001,20.907400603614022,12.090000000000003,-9.68,-16.869999999999997,12.350000000000001,0.0022222222222222222,0,0.007777777777777777,0.9699404761904761,0.02005952380952381,0
2018102810_351,63,punt,40.08,6.87,2018-10-28T20:36:45Z,35.22,9.65,9.11,3.58,0.92,171.44,224.72,35953,Sam Shields,37,CB,home,2018102810,351,left,3.922103895081657,-6.410185687310433,-6.4731460244768515,0.7902850853030327,71,35,Out of Bounds,NA,31517,24.02,19.27,154.99,7.41,-1.2576842589871138,away,5.5989284689126,-4.859999999999999,2.7800000000000002,20.289987678655695,11.2,-9.62,-16.06,12.399999999999999,0.011666666666666667,0.005,0.0011111111111111111,0.9555555555555554,0.024166666666666666,0.0025
2018100702_1828,33,punt,99.1,30.2,2018-10-07T18:17:23Z,100.57,29.71,2.29,1.68,0.23,307.83,265.93,34593,Kevin Huber,10,P,home,2018100702,1828,left,4.64135407982852,-2.284224808184232,-0.16253315254343664,0.07103490055616941,89,110,Return,43475,43475,43.07,31.64,40.89,2.46,-1.1428415942058867,away,1.5495160534825043,1.4699999999999989,-0.48999999999999844,56.048501318054875,57.49999999999999,-1.9299999999999997,-56.029999999999994,1.4400000000000013,0.14854761904761904,0.15156349206349204,0.015523809523809525,0.23501190476190473,0.4493531746031745,0
2018100702_1828,34,punt,96.86,30.49,2018-10-07T18:17:23Z,95.48,31.92,1.19,2.49,0.12,303.37,44.53,45223,Hardy Nickerson,56,MLB,home,2018100702,1828,left,0.7771951159130749,0.834526324065985,0.8483311938393604,0.7936012108818218,89,110,Return,43475,43475,42.97,31.87,39.3,2.66,-1.1414453308042904,away,1.9872845795205067,-1.3799999999999955,1.4300000000000033,53.90766643066643,52.510000000000005,0.05000000000000071,-53.89,1.3800000000000026,0.03925396825396825,0.14922619047619046,0.00875,0.12228571428571428,0.676484126984127,0.004
2018100702_1828,35,punt,95.01,30.98,2018-10-07T18:17:23Z,95.56,32.03,1.35,2.36,0.13,299.81,32.73,45223,Hardy Nickerson,56,MLB,home,2018100702,1828,left,0.5712462641777439,0.7299191615637972,1.135657526537822,0.9995500626171527,89,110,Return,43475,43475,42.85,32.12,37.94,2.81,-1.1634364793794203,away,1.1853269591129691,0.5499999999999972,1.0500000000000007,52.17245633473663,52.71,-0.0899999999999963,-52.160000000000004,1.139999999999997,0.05677380952380953,0.10667063492063492,0.011000000000000001,0.13270238095238093,0.6928531746031745,0
2018100702_1828,36,punt,93.17,31.54,2018-10-07T18:17:23Z,92.59,29.5,4.49,3.93,0.43,279.13,276.41,43534,Clayton Fejedelem,42,FS,home,2018100702,1828,left,4.824264585437527,-4.4619305361264585,0.501274267025802,-0.11187560505283739,89,110,Return,43475,43475,42.74,32.39,37.94,3.01,-1.1814133706749608,away,2.1208488866489272,-0.5799999999999983,-2.039999999999999,50.43716288611008,49.85,-2.8900000000000006,-50.43,0.8500000000000014,0.025333333333333333,0.05765079365079365,0.016595238095238093,0.12882936507936507,0.7715912698412698,0
2018100702_1828,37,punt,91.35,32.05,2018-10-07T18:17:23Z,92.11,29.58,5.11,4.48,0.49,259.04,279.8,43534,Clayton Fejedelem,42,FS,home,2018100702,1828,left,4.883431247080134,-5.035434361250635,0.8697705407384256,-0.17104226669544415,89,110,Return,43475,43475,42.63,32.68,37.26,3.19,-1.194852405915318,away,2.5842793966597344,0.7600000000000051,-2.469999999999999,48.724073105601505,49.48,-3.1000000000000014,-48.71999999999999,0.6300000000000026,0.04536507936507936,0.02973412698412698,0.02,0.06788888888888889,0.8370119047619048,0
2018100702_1828,38,punt,89.57,32.54,2018-10-07T18:17:23Z,91.66,35.31,4.33,2.07,0.42,200.31,333.42,43376,Nick Vigil,59,OLB,home,2018100702,1828,left,5.819276791999494,-1.9374452582407866,3.8723643773953262,-1.106887811614804,89,110,Return,43475,43475,42.51,32.99,36.03,3.41,-1.2252211349000193,away,3.4700144091919896,2.0900000000000034,2.770000000000003,47.062151459532735,49.15,2.3200000000000003,-47.059999999999995,0.45000000000000284,0.08196825396825398,0.1374365079365079,0.02295238095238095,0.12981349206349205,0.6278293650793652,0
2018100702_1828,39,punt,87.84,33.01,2018-10-07T18:17:23Z,86.39,29.16,4.71,1.58,0.53,268.94,259.77,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.533841797905669,-4.635123960548759,-0.8364961866899233,0.17854718247902057,89,110,Return,43475,43475,42.4,33.32,32.81,3.55,-1.2526228041563303,away,4.114000486144842,-1.4500000000000028,-3.849999999999998,45.4410574260767,43.99,-4.16,-45.440000000000005,0.3100000000000023,0.04402777777777778,0.06407539682539681,0.006984126984126984,0.06855158730158728,0.8163611111111112,0
2018100702_1828,40,punt,86.18,33.5,2018-10-07T18:17:23Z,85.88,29.03,4.91,1.15,0.53,266.6,258.34,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.50888358960215,-4.808677948115397,-0.9923287717831691,0.2035053907825397,89,110,Return,43475,43475,42.29,33.67,30.74,3.71,-1.2676326357234806,away,4.480055803223884,-0.30000000000001137,-4.469999999999999,43.89032923093652,43.589999999999996,-4.640000000000001,-43.89000000000001,0.1700000000000017,0.025059523809523813,0.06834920634920634,0.0034285714285714284,0.07888888888888887,0.8242738095238095,0
2018100702_1828,41,punt,84.55,33.98,2018-10-07T18:17:23Z,85.36,28.89,5.05,0.77,0.54,261.27,257.31,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.490906698306609,-4.926643142417231,-1.1093634874437104,0.22148228207808104,89,110,Return,43475,43475,42.18,34.04,29.88,3.88,-1.2842132636174275,away,5.154046953608394,0.8100000000000023,-5.089999999999996,42.37004248286754,43.18,-5.149999999999999,-42.37,0.060000000000002274,0.041111111111111105,0.07933333333333333,0.02075,0.11965079365079363,0.7391547619047618,0
2018100702_1828,42,punt,82.99,34.45,2018-10-07T18:17:23Z,84.81,28.74,5.29,1.16,0.57,265.5,256.51,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.476944064290654,-5.144052335800285,-1.234028187096079,0.23544491609403573,89,110,Return,43475,43475,42.07,34.43,29.88,4.17,-1.3103932023973428,away,5.993037627113655,1.8200000000000074,-5.710000000000004,40.920004887585236,42.74,-5.690000000000001,-40.919999999999995,-0.020000000000003126,0.03266666666666667,0.08211507936507935,0.014666666666666668,0.1449126984126984,0.7256388888888888,0
2018100702_1828,43,punt,81.48,34.92,2018-10-07T18:17:24Z,84.25,28.59,5.46,0.67,0.58,263.39,255.96,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.467344753404686,-5.296891216835977,-1.3245918001429247,0.2450442269800039,89,110,Return,43475,43475,41.96,34.85,32.59,4.33,-1.31719998648012,away,6.9095441238912425,2.769999999999996,-6.330000000000002,39.52006199387851,42.29,-6.260000000000002,-39.52,-0.07000000000000028,0.02795238095238095,0.0860515873015873,0,0.21596825396825398,0.6700277777777779,0
2018100702_1828,44,punt,80.04,35.39,2018-10-07T18:17:24Z,83.7,28.44,5.54,0.21,0.57,261.48,255.77,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.464028627825897,-5.370014929980139,-1.3618148375570027,0.24836035255879288,89,110,Return,43475,43475,41.85,35.27,32.59,4.48,-1.3198179803581123,away,7.854813810651399,3.6599999999999966,-6.949999999999999,38.19018853056372,41.85,-6.830000000000002,-38.190000000000005,-0.11999999999999744,0.017952380952380952,0.08711904761904762,0.0025,0.17372619047619048,0.7187023809523808,0
2018100702_1828,45,punt,78.56,35.89,2018-10-07T18:17:24Z,83.14,28.3,5.62,0.53,0.57,259.97,256.01,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.468217418030682,-5.453299193763942,-1.3586492937081067,0.24417156235400767,89,110,Return,43475,43475,41.73,35.72,32.59,4.66,-1.3154546572281258,away,8.864789901627674,4.579999999999998,-7.59,36.83039234110873,41.410000000000004,-7.419999999999998,-36.830000000000005,-0.1700000000000017,0.024785714285714282,0.10144047619047619,0.020944444444444446,0.1743095238095238,0.6785198412698413,0
2018100702_1828,46,punt,77.1,36.38,2018-10-07T18:17:24Z,82.49,28.18,5.91,0.62,0.66,259.04,257.27,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.490208566605811,-5.764728057229081,-1.302309650657565,0.22218041377887873,89,110,Return,43475,43475,41.6,36.19,31.24,4.82,-1.3089969389957472,away,9.812853815277188,5.390000000000001,-8.200000000000003,35.50050844706311,40.88999999999999,-8.009999999999998,-35.49999999999999,-0.19000000000000483,0.05095238095238095,0.13864285714285715,0.02737301587301587,0.22893650793650788,0.5530952380952381,0.001
2018100702_1828,47,punt,75.72,36.83,2018-10-07T18:17:24Z,81.88,28.08,6.12,2.75,0.62,262.28,258.77,32436,Clark Harris,46,LS,home,2018100702,1828,left,4.516388505385726,-6.002822318511083,-1.191857463115964,0.19600047499896361,89,110,Return,43475,43475,41.48,36.66,28.96,4.92,-1.311789465798938,away,10.700845760966745,6.159999999999997,-8.75,34.24042201842729,40.4,-8.579999999999998,-34.24,-0.1700000000000017,0.06238095238095239,0.17401190476190473,0.015595238095238098,0.27105555555555555,0.46662301587301597,0.010333333333333332
2018100702_1828,48,punt,74.37,37.26,2018-10-07T18:17:24Z,78.41,26.6,9.23,1.86,0.93,300.72,305.85,45020,Brandon Wilson,40,S,home,2018100702,1828,left,5.338089517224657,-7.481404544000597,5.40569015473577,-0.6257005368399671,89,110,Return,43475,43475,41.35,37.13,27.12,4.94,-1.3105677353225411,away,11.39987719232097,4.039999999999992,-10.659999999999997,33.02025590452019,37.059999999999995,-10.530000000000001,-33.02,-0.12999999999999545,0.03306349206349206,0.04428968253968254,0.00375,0.11066666666666665,0.8082301587301586,0
2018100702_1828,49,punt,73.05,37.67,2018-10-07T18:17:24Z,77.66,27.13,9.22,2.3,0.92,297.68,303.93,45020,Brandon Wilson,40,S,home,2018100702,1828,left,5.304579195586365,-7.650019660155175,5.146416150996663,-0.5921902152016754,89,110,Return,43475,43475,41.23,37.61,27.12,4.9,-1.3281955607676854,away,11.504073191700408,4.609999999999999,-10.540000000000003,31.820056568145823,36.43,-10.48,-31.82,-0.060000000000002274,0.018500000000000003,0.03688888888888889,0.014166666666666666,0.07478174603174602,0.852329365079365,0.003333333333333333
